,quality,article_length,num_wikilinks,num_external_links,num_images,info_noise,num_refs,num_headings
Clive Franklyn Collett,4.0,512,82,10,0,0.44140625,10,6
Fly tying,4.0,2165,313,3,13,0.29330254041570436,19,16
Spiny lobster,4.0,717,260,27,4,0.39330543933054396,18,9
Territorial claims in the Arctic,4.0,3223,413,75,6,0.25131864722308406,55,20
Buteyko method,4.0,1482,93,18,1,0.2759784075573549,12,10
Vestibular schwannoma,4.0,3986,264,21,5,0.2215253386853989,23,21
Pedra da Gávea,4.0,672,112,17,3,0.38244047619047616,16,6
John G. B. Adams,4.0,714,81,8,5,0.33053221288515405,5,8
J-XX,4.0,747,261,26,0,0.37751004016064255,22,9
Citric acid,4.0,1652,476,56,8,0.33232445520581116,23,21
West Fork River,4.0,691,134,19,5,0.3921852387843705,16,5
Fermi–Walker transport,4.0,267,95,1,0,0.3445692883895131,2,6
Triathlon,4.0,3701,404,55,7,0.24506890029721698,52,22
"Jefferson Township, New Jersey",4.0,2234,571,116,3,0.341987466427932,106,17
Japanese rice,4.0,1327,124,28,5,0.3172569706103994,1,9
George C. Marshall Institute,4.0,1223,178,32,1,0.3883892068683565,27,9
Economy of Scotland,4.0,6325,1001,83,8,0.23652173913043478,82,34
"16""/50 caliber Mark 2 gun",4.0,910,182,15,4,0.31868131868131866,16,10
84th Flying Training Squadron,4.0,757,757,12,13,0.3844121532364597,6,14
Death Wish II (album),4.0,558,108,7,1,0.4014336917562724,5,8
Hedvig Eleonora von Fersen,4.0,1253,67,3,0,0.3304070231444533,8,3
"Suffolk House, Penang",4.0,1113,234,8,8,0.35669362084456424,0,10
Lafayette Park Historic District,3.0,3283,420,21,10,0.25616813889734996,18,12
Claude François de Malet,3.0,1079,92,15,3,0.3809082483781279,3,7
Fernald Feed Materials Production Center,3.0,4504,136,18,3,0.24400532859680285,9,20
Calling All Stations,3.0,668,303,17,1,0.3937125748502994,15,16
Bendigo,3.0,6799,779,99,23,0.24003529930872186,96,40
Nabucco pipeline,3.0,3365,572,112,6,0.2567607726597325,102,18
Shoukri brothers,3.0,1293,209,13,0,0.34493426140757927,22,10
2001–02 Taça de Portugal,3.0,575,682,210,0,0.2573913043478261,30,22
Page 3,3.0,2345,504,56,2,0.2814498933901919,47,10
Jadranska Avenue,3.0,804,100,12,5,0.34950248756218905,10,5
Ruskin Colony,3.0,951,119,5,2,0.38696109358569925,1,9
New Jalpaiguri–New Bongaigaon section,3.0,412,301,15,25,0.3567961165048544,12,5
Abbahu,3.0,1978,281,18,1,0.3488372093023256,18,7
Ford Fiesta (first generation),3.0,1248,366,30,4,0.37259615384615385,27,7
Temple Anshe Hesed,3.0,378,44,3,2,0.4365079365079365,4,6
Limehouse Cut,3.0,1383,237,26,31,0.30151843817787416,10,8
Kate Lorig,3.0,286,56,22,0,0.4090909090909091,5,3
Amir Drori,3.0,649,138,12,1,0.3929121725731895,8,6
Fobos-Grunt,3.0,3375,737,141,8,0.29688888888888887,123,26
History of Spain,3.0,14211,1272,98,27,0.19224544367039617,128,40
Inflammation,3.0,5571,1045,199,9,0.2220427212349668,95,39
Ray Reef,3.0,259,97,17,3,0.4247104247104247,14,6
Barendrecht,3.0,1541,350,57,8,0.35236859182349123,52,13
Tampere light rail,3.0,902,102,11,34,0.29933481152993346,11,6
Oculopharyngeal muscular dystrophy,3.0,519,195,27,1,0.4046242774566474,7,7
Corpus Juris Civilis,3.0,1716,348,25,3,0.3076923076923077,11,20
La Poste (France),3.0,564,148,13,3,0.4095744680851064,9,10
Thutmose III,3.0,4758,792,11,11,0.24548129466162252,69,21
Araucaria,3.0,635,298,29,9,0.4204724409448819,18,11
Water supply and sanitation in Iran,3.0,3093,284,37,4,0.26252828968638864,44,26
Luis Caffarelli,3.0,381,180,19,0,0.4356955380577428,6,7
Rebecca Grinter,3.0,497,114,20,0,0.40040241448692154,18,7
Alexandra Park Aerodrome,3.0,1023,144,4,4,0.36950146627565983,1,9
Snapseed,3.0,164,33,6,2,0.49390243902439024,6,3
Connecticut Route 165,3.0,205,52,6,3,0.3170731707317073,2,6
Switched-mode power supply,3.0,3363,293,32,12,0.20933690157597384,28,27
Ecotourism,3.0,5302,501,34,7,0.23349679366276876,42,23
LOR Radio Argentina,3.0,754,56,5,1,0.40583554376657827,5,5
Line element,3.0,493,117,0,1,0.3002028397565923,11,13
Yanto Barker,3.0,303,93,27,2,0.43234323432343236,26,6
The Love of Siam,3.0,1870,152,30,6,0.32620320855614976,27,14
Atari Teenage Riot,3.0,1435,152,21,3,0.37630662020905925,11,12
Carfilzomib,3.0,740,331,36,1,0.37432432432432433,21,8
Ohio State Route 326 (1930s–1960s),3.0,302,57,10,1,0.347682119205298,6,5
"John II, Bishop of Jerusalem",3.0,1108,122,7,0,0.3628158844765343,12,6
Alum Rock Airport,3.0,264,61,6,0,0.42045454545454547,3,2
Torrey C. Brown,3.0,574,49,5,1,0.4425087108013937,5,8
All Days Are Nights: Songs for Lulu,3.0,1771,382,72,3,0.3687182382834557,53,15
Interstate 310,3.0,444,128,12,4,0.3738738738738739,3,7
Giant slalom,3.0,744,78,8,2,0.3239247311827957,8,7
"Barnet, Vermont",3.0,1093,199,14,5,0.37694419030192133,16,11
Damita Jo (album),3.0,8963,1111,199,7,0.23039160995202498,209,29
Joseph Whittaker,3.0,1013,224,12,3,0.37018756169792694,21,7
Assisted suicide in the United States,3.0,2003,173,41,2,0.2745881178232651,24,27
Angela of the Cross,3.0,725,57,12,2,0.3627586206896552,4,8
Graham Berry,3.0,1755,158,6,4,0.32364672364672364,4,9
Road space rationing,3.0,1704,217,41,6,0.3192488262910798,37,14
Diaguita,3.0,620,248,11,3,0.38548387096774195,13,7
Delta Air Lines,3.0,4440,1357,185,25,0.25225225225225223,168,42
Rutgers University–Camden,3.0,1759,435,40,11,0.30642410460488917,26,23
Gameplay of Pokémon,3.0,11652,520,21,7,0.14461036731891522,31,46
Princess Gwenevere and the Jewel Riders,3.0,4046,403,73,2,0.2624814631735047,4,23
Battle of Pungdo,3.0,1210,94,6,3,0.33636363636363636,3,7
Dragon Festival,3.0,822,61,16,0,0.3771289537712895,13,8
Khimki War Memorial,3.0,358,67,18,1,0.4106145251396648,16,5
Neshedil Kadinefendi,3.0,777,59,6,2,0.3783783783783784,1,8
Discovery New School,3.0,1122,285,41,3,0.33778966131907306,30,8
Harley-Davidson Model W,3.0,701,178,14,5,0.4008559201141227,15,11
Mathematical Bridge,3.0,425,68,12,5,0.4047058823529412,6,7
Incarnation Camp,3.0,670,71,15,0,0.4208955223880597,10,11
Bogdan Bogdanović,3.0,1371,303,36,3,0.38949671772428884,27,13
Kaifi Azmi,3.0,1608,350,42,1,0.4253731343283582,8,17
Archelaus (high priest of Comana Cappadocia),3.0,635,70,6,0,0.3291338582677165,8,6
Anand Vihar Terminal railway station,3.0,1146,411,44,27,0.31326352530541013,34,11
C99,3.0,793,257,46,2,0.33039092055485497,36,12
Logo TV,3.0,659,149,24,6,0.4142640364188164,17,10
Interstate 75,3.0,1506,526,21,10,0.28884462151394424,7,13
Brearley School,3.0,596,179,13,3,0.40436241610738255,8,9
Iowa Highway 31,3.0,271,62,10,2,0.33579335793357934,6,6
City and Regional Magazine Association,3.0,154,63,6,1,0.4935064935064935,5,5
William J. Powell,3.0,425,68,14,1,0.43058823529411766,7,6
Protein subcellular localization prediction,3.0,518,115,99,0,0.3030888030888031,33,8
Jamie Cureton,3.0,1514,440,49,2,0.2919418758256275,3,21
Iron sights,3.0,3652,164,14,15,0.19633077765607887,1,15
2si,3.0,105,52,7,1,0.47619047619047616,5,5
"Harry ""A"" Chesler",3.0,945,174,35,1,0.362962962962963,30,9
1969 Major League Baseball expansion,3.0,2788,878,22,0,0.26434720229555236,46,12
Hillsborough County Sheriff's Office (Florida),3.0,1663,192,12,13,0.3776307877330126,12,20
"Saint Basil Academy (Garrison, New York)",3.0,716,191,9,1,0.4511173184357542,6,6
Georgia State Route 347,3.0,564,94,20,5,0.33865248226950356,13,10
IILM Institute for Higher Education,3.0,1115,75,4,3,0.2932735426008969,0,27
Luigi Cozzi,3.0,650,69,12,1,0.3676923076923077,2,3
Anders Due,3.0,667,85,7,0,0.34782608695652173,2,9
Frontier Airlines,3.0,2579,392,62,12,0.28809616130283056,55,23
Chinese philosophy,3.0,3339,845,20,5,0.27103923330338425,13,32
Robert Peat,3.0,818,118,23,1,0.421760391198044,22,5
Gaza Baptist Church,3.0,666,163,24,2,0.35585585585585583,23,9
2004 Chūetsu earthquake,3.0,859,144,8,7,0.37252619324796277,1,7
2014 Camping World RV Sales 301,3.0,1098,226,25,5,0.3087431693989071,1,23
Stadio Olimpico,3.0,1463,672,26,6,0.2891319207108681,5,15
Sivandha Mann,3.0,838,143,15,1,0.35918854415274465,14,8
Dorothy A. Brown,3.0,764,117,36,1,0.4397905759162304,31,7
Bicycle saddle,3.0,2280,229,37,15,0.256140350877193,28,19
Federal taxation in the United States,3.0,8419,943,148,26,0.12744981589262383,114,55
RCA,3.0,3722,779,47,37,0.3033315421816228,42,19
Conference for Progressive Political Action,3.0,2626,88,5,0,0.23724295506473725,13,9
Kevin Ray,3.0,338,253,16,0,0.4319526627218935,13,10
A606 road,3.0,1352,265,62,7,0.28254437869822485,50,7
Water retention curve,3.0,358,25,6,1,0.38268156424581007,3,5
Bill Sinkin,3.0,783,62,15,1,0.4112388250319285,8,10
Berengaria of Navarre,3.0,1134,257,14,2,0.36155202821869487,9,14
Barnet Gate Mill,3.0,263,430,10,2,0.3650190114068441,4,7
Luzula nivalis,3.0,792,164,41,0,0.42045454545454547,11,5
Billy Bishop,3.0,3824,464,40,27,0.29027196652719667,76,22
Cheryl Bogart,3.0,416,73,22,1,0.4639423076923077,20,6
Battle of Praga,3.0,817,114,18,5,0.3659730722154223,15,9
Michael Moon (EastEnders),3.0,4277,614,42,1,0.22936637830254852,40,10
National Library of Sweden,3.0,1384,171,28,3,0.31647398843930635,2,13
Adenosine diphosphate,3.0,1031,575,39,5,0.2725509214354995,14,11
A. D. Gordon,3.0,1602,94,18,2,0.317103620474407,6,13
Court Suzanne Lenglen,3.0,1902,345,40,6,0.3843322818086225,33,13
Typhoon Mireille,3.0,2838,371,52,5,0.2748414376321353,4,8
Thommy Berggren,3.0,2070,193,19,1,0.3004830917874396,12,11
1975 in the Vietnam War,3.0,505,353,8,1,0.39603960396039606,4,6
Greg Pak,3.0,314,178,32,3,0.4745222929936306,18,12
Meja massacre,3.0,2342,97,12,0,0.2493595217762596,13,7
Duchy of Burgundy,3.0,4497,210,1,7,0.20169001556593286,1,10
Phil Coulson,3.0,2944,331,36,5,0.2781929347826087,23,16
Charles Chilton (zoologist),3.0,505,103,20,2,0.41386138613861384,12,5
Battle of Shaobo,3.0,1283,249,2,6,0.2088854247856586,0,8
Walt Singer,3.0,530,97,21,0,0.36792452830188677,18,8
Body plan,3.0,669,291,18,4,0.40956651718983555,12,11
Iron Throne (A Song of Ice and Fire),3.0,1119,263,43,3,0.31814119749776587,44,7
King Kelson's Bride,3.0,1170,112,2,1,0.33931623931623933,0,6
American English,3.0,3981,1258,66,6,0.3300678221552374,51,18
1936 Tour de France,3.0,1093,334,18,3,0.27264409881061297,1,15
History of Clark Air Base,3.0,5636,262,11,20,0.25,5,32
Jimmy Fennig,3.0,466,118,8,1,0.3540772532188841,5,3
Foreign relations of Tuvalu,3.0,3592,453,80,12,0.26030066815144765,70,28
Taxation in the United States,3.0,8419,943,148,26,0.12744981589262383,114,55
Climate and Clean Air Coalition to Reduce Short-Lived Climate Pollutants,3.0,1441,312,49,3,0.2907702984038862,13,11
Agathla Peak,3.0,158,40,7,3,0.5,2,3
Downchild Blues Band,3.0,1466,188,32,0,0.3096862210095498,31,19
Kansas's 4th congressional district,3.0,469,190,4,15,0.4093816631130064,2,12
Drifts Crisis,3.0,690,266,5,0,0.3652173913043478,5,6
List of heads of government of Azerbaijan,3.0,96,211,49,14,0.4583333333333333,26,14
Bryan Bush,3.0,245,23,1,0,0.4,0,1
Shahbaz Bhatti,3.0,830,157,40,5,0.40481927710843374,33,8
Malibu Country Mart,3.0,603,86,16,11,0.45107794361525705,9,10
Ambassador Hotel (Los Angeles),3.0,1611,311,25,4,0.3978895096213532,9,18
Hornby School,3.0,577,168,7,6,0.341421143847487,13,7
Georgia State Route 332,3.0,515,102,22,4,0.3048543689320388,17,7
Chambers Street – World Trade Center / Park Place (New York City Subway),3.0,1935,348,28,24,0.24392764857881136,8,12
New Brunswick Route 105,3.0,348,115,2,5,0.3333333333333333,1,5
Center Square/Hudson–Park Historic District,3.0,3184,518,51,21,0.2638190954773869,45,13
"Chatham, Kent",3.0,3120,510,37,55,0.29935897435897435,37,21
Operation Anklet,3.0,1061,296,11,3,0.3402450518378888,1,9
Henri Bénard,3.0,2271,249,10,0,0.332892998678996,75,11
Battle of Christmas Island,3.0,760,119,6,2,0.40657894736842104,6,8
Golden Baseball League,3.0,2243,450,47,2,0.3156486847971467,37,29
1964 Philadelphia Phillies season,3.0,3558,708,32,4,0.23805508712759976,29,29
Kim Bang-hyun,3.0,886,136,22,2,0.327313769751693,20,8
Al Murray,3.0,2050,462,80,4,0.3795121951219512,63,11
Theta Nu Epsilon,3.0,1055,75,10,1,0.31469194312796206,12,9
The Avengers (soundtrack),3.0,539,648,33,2,0.3432282003710575,10,8
Carlo Bergonzi,3.0,1088,165,24,1,0.4365808823529412,12,10
Moseley Rugby Football Club,3.0,2453,566,37,6,0.295556461475744,23,35
Connecticut Route 244,3.0,228,51,7,3,0.40789473684210525,3,6
Theodore of Amasea,3.0,1989,183,13,6,0.27249874308697836,33,11
Heterosis,3.0,2250,192,55,2,0.292,21,18
Alive in Athens,3.0,499,107,7,2,0.312625250501002,2,10
"Lombard Street, London",3.0,1212,408,14,6,0.31765676567656764,5,10
Eulachon,3.0,733,68,11,1,0.38335607094133695,5,8
Lambda Muscae,3.0,270,155,7,1,0.37777777777777777,4,3
Abraham Lincoln (Cecere),3.0,582,397,19,1,0.3711340206185567,4,9
Canning River (Western Australia),3.0,400,242,9,4,0.4425,9,10
Amsterdam Entrepôt,3.0,1449,161,2,1,0.3022774327122153,13,5
Grigore Cugler,3.0,3119,339,12,0,0.3562039115100994,14,11
Republic of Salé,3.0,415,78,9,3,0.4650602409638554,14,7
Dutch public broadcasting system,3.0,1921,431,31,1,0.28995314940135347,21,30
Miller-Bohannon JM-2 Pushy Galore,3.0,322,52,4,0,0.45962732919254656,4,6
William Beveridge,3.0,1795,297,30,5,0.32200557103064065,16,13
Bona Vista,3.0,1020,365,15,3,0.2980392156862745,16,9
Allegory in the Middle Ages,3.0,1186,130,0,2,0.35413153456998314,6,10
Bernadine Healy,3.0,1663,601,26,1,0.3295249549007817,14,17
Glenrowan railway station,3.0,411,32,5,0,0.3844282238442822,6,2
TVPlayer,3.0,349,94,9,1,0.37822349570200575,2,7
Minnesota State Highway 152,3.0,180,60,5,1,0.3888888888888889,5,5
Alice Branning,3.0,3298,676,89,2,0.2268041237113402,88,15
Uerdingen railbus,3.0,1474,269,13,12,0.3141112618724559,0,15
Jon Macken,3.0,1212,177,18,1,0.30033003300330036,14,15
Abhidhamma Pitaka,3.0,1274,513,8,1,0.29827315541601257,21,16
Sibiu,3.0,3146,540,45,26,0.27209154481881753,23,32
CFB Gagetown,3.0,1080,207,10,3,0.3509259259259259,4,7
This Used to Be My Playground,3.0,831,306,38,1,0.30324909747292417,38,12
Boroondara General Cemetery,3.0,468,57,14,3,0.4700854700854701,4,7
Human trafficking,3.0,9834,1087,142,6,0.19168191986983935,156,43
Sebastian Claude Ridley,3.0,153,11,2,0,0.5359477124183006,0,2
Maniraptora,3.0,1055,161,12,11,0.36018957345971564,14,8
1st Cavalry Division Eugenio di Savoia,3.0,211,165,8,0,0.3981042654028436,4,6
Awards and decorations of the Ukrainian Armed Forces,3.0,355,205,7,82,0.3154929577464789,3,18
Florida State Road 804,3.0,658,75,6,2,0.25835866261398177,5,5
Ellora Caves,3.0,2190,451,32,28,0.31232876712328766,21,21
Aralar Range,3.0,1151,187,20,12,0.4144222415291051,15,30
Louis Chevrolet,3.0,839,144,21,6,0.36591179976162097,8,13
Standard conditions for temperature and pressure,3.0,934,168,32,0,0.2955032119914347,2,11
Edwin Booth,3.0,1895,334,35,12,0.3287598944591029,29,15
Lyttelton (New Zealand electorate),3.0,585,464,24,0,0.38290598290598293,1,14
Sunil Gulati,3.0,645,129,27,1,0.3767441860465116,21,7
Women in ancient Rome,3.0,8178,1151,25,21,0.23037417461482024,175,28
USCGC Campbell (WPG-32),3.0,2518,214,14,22,0.3272438443208896,13,13
Theatre,3.0,5365,766,26,12,0.2631873252562908,71,24
Alexander (2004 film),3.0,2223,302,48,2,0.3144399460188934,22,20
Turbo (film),3.0,3312,493,100,2,0.3242753623188406,92,16
Putnam County Courthouse (New York),3.0,681,166,4,2,0.3891336270190896,2,5
Ronan Lee,3.0,1034,81,19,1,0.38007736943907156,22,9
Fredrik Semb Berge,3.0,604,162,18,0,0.3609271523178808,15,9
2013 Toyota/Save Mart 350,3.0,870,248,27,5,0.39655172413793105,25,10
Thunder of the East Marching Band,3.0,1743,352,25,4,0.26506024096385544,17,22
ShareThis,3.0,153,31,14,1,0.5490196078431373,3,5
Prague,3.0,6335,1357,134,60,0.2825572217837411,86,44
Maria Margarethe Kirch,3.0,1121,74,2,0,0.3220338983050847,3,7
Graffiti,3.0,9718,1055,95,88,0.2504630582424367,94,42
Group GT3,3.0,1024,368,13,6,0.3037109375,9,6
MLB Network,3.0,1858,898,59,3,0.3191603875134553,46,23
Quandamooka people,3.0,834,100,10,1,0.36930455635491605,11,12
Measurement,3.0,2388,396,10,6,0.25879396984924624,12,24
Red Coat Trail,3.0,3961,1176,77,4,0.2650845746023731,6,11
"Southborough, Kent",3.0,1581,249,14,3,0.34535104364326374,8,10
Cash Money Records,3.0,1613,320,75,5,0.32796032238065714,66,12
159th Fighter Wing,3.0,1557,659,13,15,0.2947976878612717,5,16
Egg fossil,3.0,720,270,8,6,0.36527777777777776,20,11
Bollhuset,3.0,2137,166,9,3,0.24286382779597568,7,22
In Bruges,3.0,1974,210,45,1,0.3333333333333333,37,12
Speculation,3.0,1932,328,35,2,0.32142857142857145,22,21
Birmingham All Saints (UK Parliament constituency),3.0,162,76,2,0,0.345679012345679,0,6
NEC,3.0,2605,832,24,12,0.30825335892514394,31,18
Farm to Market Road 2764,3.0,228,46,2,6,0.36403508771929827,2,6
Chevron Corporation,3.0,5470,900,170,11,0.2760511882998172,161,33
Kentucky Education Association,3.0,488,53,21,0,0.4180327868852459,16,7
Tenochtitlan,3.0,2623,248,15,9,0.3145253526496378,30,17
"Albert Square, Manchester",3.0,1035,190,16,11,0.3458937198067633,16,11
U.S. Route 62 in Arkansas,3.0,862,358,13,5,0.35498839907192575,15,8
Patrick Ferguson,3.0,2103,184,15,1,0.3338088445078459,20,15
Astonishing X-Men,3.0,3826,463,24,1,0.2603240982749608,16,29
The Wonderful Wizard of Oz (1986 TV series),3.0,4574,373,10,5,0.19217315260166157,3,18
Chocolate-covered bacon,3.0,402,200,23,7,0.3756218905472637,11,5
Frank G. Clement,3.0,1836,311,27,5,0.3769063180827887,20,11
Lonesome Dove (miniseries),3.0,2685,329,15,1,0.3001862197392924,7,16
1997 Supercopa Libertadores Finals,3.0,75,184,4,5,0.4,0,5
Abel Gonzales,3.0,299,37,6,0,0.4180602006688963,6,5
Constitutional Court of Thailand,3.0,2426,359,53,10,0.23784006595218465,25,26
Robert Boyer (artist),3.0,652,67,16,0,0.3604294478527607,9,9
Donkey vote,3.0,2252,157,9,1,0.22957371225577264,2,13
Indium(III) sulfate,3.0,1560,307,66,1,0.3153846153846154,55,13
Maslenica Bridge (D8),3.0,927,66,11,4,0.3451995685005394,8,9
HMS Foudroyant (1798),3.0,2678,342,22,7,0.2789395070948469,8,9
100 Yard Dash,3.0,477,138,34,1,0.4381551362683438,20,9
Pato Hoffmann,3.0,493,65,8,0,0.4787018255578093,5,8
A Skylit Drive discography,3.0,44,95,14,0,0.6136363636363636,14,10
Abwehr,3.0,6166,471,8,2,0.24229646448264677,113,25
Indiana State Police Pension Trust v. Chrysler LLC,3.0,2940,197,43,1,0.2646258503401361,40,13
2007 BC Lions season,3.0,2967,414,13,1,0.23693966970003372,4,37
Headbutt (sculpture),3.0,319,51,9,4,0.4952978056426332,8,7
Utah State Route 193,3.0,262,59,5,1,0.35877862595419846,7,5
Brezovica pri Črmošnjicah,3.0,740,177,7,3,0.37972972972972974,10,7
Looney Tunes,3.0,3223,623,48,5,0.2767607818802358,39,21
Outline of Chad,3.0,267,404,18,9,0.4756554307116105,2,33
Peter Homann,3.0,475,86,10,1,0.35157894736842105,10,3
"Falmouth, Cornwall",3.0,1862,421,33,20,0.37808807733619765,25,19
"Colorado gubernatorial election, 2010",3.0,603,570,65,5,0.35655058043117743,27,24
Dog training,3.0,5415,502,57,6,0.22973222530009232,94,31
Ainu in Russia,3.0,2810,256,32,4,0.23345195729537366,32,12
Chitto Harjo,3.0,4284,72,5,1,0.15102707749766572,5,6
Non-convexity (economics),3.0,1713,437,91,1,0.37302977232924694,55,10
13th Sustainment Command (Expeditionary),3.0,1987,205,18,5,0.2843482637141419,15,22
Barelas,3.0,1071,132,12,7,0.39869281045751637,20,14
History of the Chicago Cubs,3.0,13182,905,29,31,0.18555606129570626,17,43
Abdessadeq Cheqara,3.0,288,51,6,1,0.4340277777777778,2,8
Kurt Cobain,3.0,7915,675,92,12,0.2390397978521794,76,14
History of creationism,3.0,6990,668,46,6,0.24263233190271816,71,17
Banksy,3.0,5338,793,215,14,0.2858748594979393,154,25
Adam Film World,3.0,1644,383,19,3,0.3521897810218978,23,10
Thomas Allin,3.0,631,105,5,0,0.32171156893819336,7,6
Grain Belt (beer),3.0,1335,162,20,4,0.3355805243445693,5,13
Agroecomyrmecinae,3.0,498,169,18,2,0.42570281124497994,1,7
North Carolina Highway 54,3.0,736,147,6,3,0.2717391304347826,3,10
"Housing in Victoria, Australia",3.0,830,59,6,4,0.29397590361445786,3,12
Aptostichus bonoi,3.0,312,70,5,1,0.358974358974359,5,7
Boston (novel),3.0,4845,105,8,1,0.2773993808049536,1,9
Sydney gang rapes,3.0,541,283,44,0,0.3900184842883549,34,10
Schlachthausgasse (Vienna U-Bahn),3.0,22,34,3,0,0.5,1,1
Albert E. Schwab,3.0,509,79,9,4,0.4027504911591356,6,7
Mark Crislip,3.0,703,110,22,3,0.3627311522048364,20,8
The Christmas Invasion,3.0,1890,328,25,1,0.3074074074074074,17,10
Barack Obama Supreme Court candidates,3.0,2411,900,116,4,0.278722521775197,105,25
